route,x,y,lat,long,season,type,hab
F-M,590107.299286235,5571047.457182896,-40.00596,148.055699,summer,FR,OO
F-M,589226.1356955436,5563596.246829416,-40.073226,148.046457,summer,FR,FF
F-M,589674.9896416522,5566200.501315572,-40.049692,148.05136,summer,FR,FF
F-M,589387.0245935231,5568726.3780987505,-40.02694,148.047639,spring,RK,FO
F-M,589946.5706185044,5567472.410018737,-40.038137999999996,148.054349,spring,RK,OO
F-M,588961.9483551672,5563380.756557939,-40.075156,148.043346,spring,RK,FF
F-M,588150.4495613405,5562574.855267539,-40.082524,148.034012,spring,RK,OO
F-M,587277.218764276,5561154.185713358,-40.09538,148.02388,autumn,RK,OO
F-M,587025.6289516017,5561642.34774362,-40.09103,148.02081,autumn,FR,OO
F-M,586983.9062579923,5561905.61544212,-40.08862,148.02022,autumn,RK,OO
F-M,587111.2668259653,5562041.694938767,-40.08738,148.0218,autumn,RK,OO
F-M,587161.9251682932,5562066.527047797,-40.08715,148.02239,autumn,FR,OO
F-M,588073.7464998692,5562473.188263206,-40.08342,148.03305,autumn,RK,OO
F-M,588422.5348548329,5563005.868883913,-40.07854,148.03702,autumn,RK,OO
F-M,588784.7418099283,5563263.965122032,-40.07617,148.04123,autumn,RK,FF
F-M,589536.9152431673,5564070.158405705,-40.06892,148.04993,autumn,RK,FO
F-M,589467.9868956455,5564134.171567901,-40.06836,148.04909,autumn,RK,FO
F-M,589642.3752930014,5566141.585189559,-40.05017,148.05085,autumn,RK,FF
F-M,590165.8686485714,5567168.999283792,-40.0409,148.0569,autumn,FR,OO
F-M,590148.2654656183,5567218.481748619,-40.04047,148.05664,autumn,RK,OO
F-M,589978.441354355,5567452.285435661,-40.03846,148.05461,autumn,RK,OO
F-M,589506.7869620653,5567924.556932701,-40.03417,148.04899,autumn,RK,FF
F-M,589500.7704740498,5567965.0696944315,-40.0338,148.04896,autumn,RK,FF
F-M,589380.5711989062,5568772.877079555,-40.02654,148.0474,autumn,FR,FO
F-M,589367.4529321911,5568973.893891719,-40.02472,148.04725,autumn,RK,OO
F-M,589367.1318417499,5569014.871432914,-40.02435,148.0473,autumn,RK,OO
F-M,589368.197076671,5570110.564001752,-40.01448,148.04712,autumn,RK,OO
F-M,589937.7712705316,5570925.989111386,-40.00702,148.05368000000001,autumn,RK,OO
F-M,589962.0766070912,5570943.40331816,-40.0069,148.054,autumn,FR,OO
F-M,590057.8021027984,5571011.992108229,-40.00627,148.05511,autumn,FR,OO
F-M,590123.7564212815,5571059.248112506,-40.00581,148.05585,autumn,FR,OO
F-M,590254.8715534733,5571153.091228128,-40.005,148.05742,autumn,FR,OO
F-M,589926.4034750507,5570917.844428653,-40.00717,148.05362,autumn,FR,OO
F-M,589366.8606647705,5569203.527285496,-40.02265,148.0473,autumn,FR,OO
F-M,589404.7110027352,5568606.93979109,-40.02801,148.04789,autumn,FR,OO
F-M,590051.294793525,5567397.449793646,-40.03883,148.05557,autumn,RK,OO
F-M,590051.294793525,5567397.449793646,-40.03883,148.05557,autumn,FR,OO
F-M,589130.4943512954,5563518.103574263,-40.07387,148.04527,autumn,FR,FF
F-M,588440.1423828789,5563019.473308388,-40.07848,148.03729,autumn,FR,OO
F-M,588328.6446549578,5562888.897977877,-40.07965,148.03599,autumn,FR,OO
F-M,588456.4547181561,5563031.433727833,-40.07833,148.03744,autumn,RK,OO
F-M,588936.6868420293,5563360.565657908,-40.07531,148.04302,autumn,FR,FF
F-M,590173.664614877,5567143.500336073,-40.04114,148.05694,autumn,FR,OO
F-M,589368.197076671,5570110.564001752,-40.01448,148.04712,autumn,FR,OO
F-M,589367.5814892175,5569126.944267427,-40.02334,148.04733,autumn,FR,OO
F-M,589367.5814892175,5569126.944267427,-40.02334,148.04733,autumn,RK,OO
F-M,589910.5895789262,5566617.3851240035,-40.04585,148.05396,autumn,RK,FF
H-C,502923.62389321637,5230938.723215329,-43.07422,147.03586,spring,RK,OO
H-C,502915.79098848836,5230929.948798826,-43.07429,147.03575,spring,RK,OO
H-C,502497.7060624424,5229956.985501171,-43.08311,147.03075,spring,RK,OO
H-C,502385.8384114059,5229374.764735193,-43.08837,147.02936,spring,RK,OO
H-C,502087.1250314248,5229237.84819377,-43.08953,147.02563,spring,RK,OO
H-C,501992.09489649656,5229198.152671695,-43.0899,147.02443,spring,RK,OO
H-C,502046.649102915,5228721.773390453,-43.09419,147.02519,spring,RK,OO
H-C,502617.0767952145,5227967.435690351,-43.10102,147.03214,spring,RK,FF
H-C,502701.4348468283,5227707.5650934875,-43.10333,147.03329,spring,RK,FF
H-C,502790.52723188314,5227417.113059634,-43.10594,147.03441,spring,RK,FO
H-C,502973.0436514548,5226658.71503246,-43.11279,147.03662,spring,RK,OO
H-C,502963.5063264382,5226576.825361065,-43.11352,147.03636,spring,RK,OO
H-C,502963.23171805753,5226575.787378865,-43.11353,147.03636,spring,RK,OO
H-C,503213.7635274051,5225887.539344436,-43.11977,147.03944,spring,RK,OO
H-C,504349.00329202495,5224195.830540941,-43.13498,147.05345,spring,RK,OO
H-C,504410.14713095373,5224083.306166367,-43.13599,147.0542,spring,RK,OO
H-C,502684.3845228327,5227762.86594678,-43.10286,147.03296,spring,RK,FF
H-C,503244.4252406378,5225838.251999331,-43.1202,147.03984,spring,RK,OO
H-C,503359.7931705587,5225696.226221871,-43.12144,147.04132,spring,RK,OO
H-C,504401.9120791308,5224099.391206962,-43.13584,147.05411,spring,RK,OO
H-C,504926.50993695727,5223683.386901869,-43.13962,147.06055,spring,RK,FO
H-C,503280.18869278714,5225777.805754135,-43.12075,147.04027,spring,RK,OO
H-C,502856.7079363506,5227191.249976135,-43.10801,147.03506,spring,RK,OO
H-C,502856.9266494358,5227190.437776265,-43.10801,147.0351,spring,RK,OO
H-C,502862.27045833686,5227170.799647999,-43.10817,147.03525,spring,RK,OO
H-C,502879.42949787393,5227109.650140797,-43.10872,147.03546,spring,RK,OO
H-C,502421.8146529357,5229471.146195734,-43.08747,147.02972,spring,RK,OO
H-C,502699.8126066978,5230652.588981063,-43.07685,147.03324,spring,RK,OO
H-C,503782.93796922185,5225021.077051104,-43.12751,147.04657,spring,RK,OO
H-C,503458.7563295253,5225630.306726896,-43.12209,147.04248,spring,RK,OO
H-C,503450.9877402251,5225636.39866922,-43.12203,147.04239,spring,RK,OO
H-C,502870.14676493,5227141.8846318275,-43.10845,147.03525,spring,RK,OO
H-C,501998.38892032456,5229205.014717309,-43.08984,147.02451,spring,RK,OO
H-C,501998.38892032456,5229205.014717309,-43.08984,147.02451,spring,RK,OO
H-C,502807.13426827674,5227363.015525703,-43.10646,147.03447,spring,RK,OO
H-C,502654.28508473956,5230454.001456789,-43.07863,147.03265,summer,RK,OO
H-C,502972.94327785075,5226659.816345178,-43.11278,147.03662,summer,RK,OO
H-C,502960.273106633,5226564.604231478,-43.11363,147.03632,summer,RK,OO
H-C,502972.94327785075,5226659.816345178,-43.11278,147.03662,summer,RK,OO
H-C,502920.3621575663,5226465.295239819,-43.11457,147.036,summer,RK,FO
H-C,504818.0956158344,5223734.452477632,-43.13916,147.05922,summer,RK,OO
H-C,503580.9574222335,5225442.020111996,-43.12375,147.04402,summer,RK,OO
H-C,502737.2729853652,5227591.9443684155,-43.10437,147.03374,summer,RK,FO
H-C,502774.3331806323,5227469.579869073,-43.1055,147.03407,summer,RK,FO
H-C,502197.8708823392,5229264.9292505365,-43.08934,147.02701,summer,RK,OO
H-C,502924.53666708997,5230939.745704229,-43.07421,147.03587,summer,RK,OO
H-C,505404.117121728,5222871.696668151,-43.14686,147.06651,summer,RK,FO
H-C,505118.6860137421,5223566.631596715,-43.14065,147.06291,summer,RK,FF
H-C,505182.08994599804,5223463.373393052,-43.14156,147.06371,summer,RK,OO
H-C,504362.55233678006,5224177.193505977,-43.13515,147.0536,summer,RK,OO
H-C,504390.60782350483,5224122.880978688,-43.13559,147.05408,summer,RK,OO
H-C,504002.4885212384,5224528.832451116,-43.13193,147.04927,summer,RK,OO
H-C,503498.9695658676,5225585.2835538965,-43.12242,147.04309,summer,RK,OO
H-C,502861.9337894532,5227172.036882871,-43.10818,147.03514,summer,RK,OO
H-C,502842.38004620234,5227243.9421080155,-43.10754,147.03487,summer,RK,OO
H-C,502622.82363203214,5227956.984507933,-43.10107,147.03232,summer,RK,FF
H-C,502608.1546959037,5227983.6613968415,-43.10087,147.03204,summer,RK,FF
H-C,502566.6428867203,5228043.340247182,-43.10034,147.03152,summer,RK,FF
H-C,502035.3496749304,5229223.756662969,-43.08963,147.02496,summer,RK,OO
H-C,507136.5271869375,5231451.732073614,-43.06962,147.08769,autumn,RK,FO
H-C,506253.4517570536,5230998.121186512,-43.07372,147.07683,autumn,RK,OO
H-C,502683.0863067368,5230567.187532102,-43.07761,147.03304,autumn,RK,OO
H-C,501992.11936743127,5228906.353670839,-43.09256,147.02443,autumn,RK,OO
H-C,502379.6252688098,5228395.936404272,-43.09711,147.02931,autumn,RK,FO
H-C,502578.9828870044,5228026.928424839,-43.10045,147.03174,autumn,RK,FF
H-C,502632.6805023716,5227930.52423595,-43.10135,147.03233,autumn,RK,FF
H-C,502750.876091657,5227547.3549835915,-43.1048,147.03378,autumn,RK,FO
H-C,502889.3502921274,5227071.111155491,-43.10907,147.03558,autumn,RK,OO
H-C,502897.31330113887,5227036.612143284,-43.10938,147.03569,autumn,RK,OO
H-C,502903.38545877626,5226270.158707992,-43.11629,147.03572,autumn,RK,FO
H-C,502904.42608572065,5226265.783858787,-43.11633,147.03572,autumn,RK,FO
H-C,504835.2075958348,5223726.754437958,-43.13923,147.05943,autumn,RK,OO
H-C,505178.6795452701,5223474.996575924,-43.14147,147.0636,autumn,RK,OO
H-C,505179.2380005327,5223473.093272423,-43.14148,147.06364,autumn,RK,OO
H-C,505188.96947893355,5223439.050898313,-43.14177,147.06387,autumn,RK,OO
H-C,504318.290470955,5224231.080871004,-43.13467,147.05307,autumn,RK,OO
H-C,504061.55864953366,5224464.153067393,-43.13257,147.04991,autumn,RK,OO
H-C,502924.50169947697,5226474.909056794,-43.11448,147.03604,autumn,RK,FO
H-C,505675.4481965973,5230765.564303249,-43.07581,147.06972,autumn,RK,FO
H-C,505540.3226102694,5230753.182609573,-43.07594,147.06806,autumn,RK,OO
H-C,503071.9397592338,5231127.511955366,-43.07259,147.0378,autumn,RK,OO
H-C,503484.52543126605,5225606.063182847,-43.12228,147.04282,autumn,RK,OO
H-C,503785.8708511185,5225016.373847168,-43.12761,147.04648,autumn,RK,OO
H-C,504434.20828551,5224041.415891089,-43.13633,147.05457,autumn,RK,OO
H-C,505549.8439222474,5222672.894832642,-43.14865,147.06836,autumn,RK,OO
H-C,502944.66690322186,5226818.131237453,-43.11137,147.03613000000001,autumn,RK,OO
H-C,502781.2127726378,5227447.121684516,-43.10571,147.03412,autumn,RK,FO
H-C,502898.06181735446,5227033.093312608,-43.10941,147.03571,autumn,RK,OO
H-C,502828.80579863826,5227288.38224178,-43.10711,147.03484,autumn,RK,OO
H-C,502695.98871798144,5227724.924583484,-43.1032,147.03311,autumn,RK,FF
H-C,502624.1255350435,5227954.063386165,-43.10111,147.03233,autumn,RK,FF
H-C,502604.7749094792,5227989.8078676,-43.10081,147.03201,autumn,RK,FF
H-C,502484.7879135182,5229912.337609081,-43.08348,147.03044,autumn,RK,OO
H-C,502655.74001789,5230458.707163896,-43.07857,147.03259,autumn,RK,OO
H-C,504728.13243868423,5230862.800152556,-43.07492,147.05809,autumn,RK,OO
H-C,505197.6135397171,5223359.907026508,-43.14249,147.06389,winter,RK,OO
H-C,504147.31672458263,5224368.692114915,-43.13344,147.05095,winter,RK,OO
H-C,504155.3800986801,5224359.980094576,-43.13345,147.05115,winter,RK,OO
H-C,503227.9428698464,5225865.871411413,-43.1199,147.03975,winter,RK,OO
H-C,503217.2422193094,5225882.223437616,-43.1198,147.03952,winter,RK,OO
H-C,502915.4592457768,5226452.223246215,-43.11464,147.03578,winter,RK,FO
H-C,502919.7928548875,5226463.973071358,-43.11454,147.03586,winter,RK,FO
H-C,502864.1830930644,5227163.770847606,-43.10823,147.03529,winter,RK,OO
H-C,502743.1300156662,5227572.751567888,-43.10455,147.03378,winter,RK,FO
H-C,502732.06778450205,5227609.000575667,-43.10422,147.03366,winter,RK,FF
H-C,502711.1201611121,5227677.2953937845,-43.1036,147.03342,winter,RK,FF
H-C,502623.53225401265,5227955.695809851,-43.10107,147.03236,winter,RK,FF
H-C,505684.14358526375,5230767.6484729545,-43.07574,147.06981,winter,RK,FO
H-C,502591.8577122396,5230260.367674683,-43.08038,147.03191,winter,RK,OO
H-C,502342.6767426509,5229338.240998478,-43.08863,147.02875,winter,RK,OO
H-C,502127.23446037434,5228647.4944049055,-43.09488,147.02615,winter,RK,OO
H-C,502364.9159170972,5228412.947508452,-43.09695,147.02914,winter,RK,FO
H-C,502849.65433804976,5227217.53707142,-43.10777,147.03499,winter,RK,OO
H-C,502913.64362215955,5226959.993952937,-43.11007,147.03589,winter,RK,OO
H-C,502913.7993070855,5226959.265072591,-43.11008,147.03587,winter,RK,OO
H-C,503919.401998316,5224624.109066909,-43.13113,147.04816,winter,RK,OO
H-C,504084.84637089533,5224438.081627119,-43.13275,147.05028,winter,RK,OO
H-C,504144.9058608232,5224371.296917055,-43.13341,147.05093,winter,RK,OO
H-C,504391.47541071003,5224121.0781686595,-43.13561,147.05408,winter,RK,OO
H-C,505210.0882178822,5223258.928386131,-43.14339,147.06413,winter,RK,OO
H-C,505321.786532491,5223015.279571892,-43.14561,147.0654,winter,RK,FO
H-C,504388.8720537212,5224126.487835905,-43.13561,147.05391,winter,RK,OO
H-C,504375.940747367,5224151.8505863715,-43.13538,147.05376,winter,RK,OO
H-C,504119.0317001133,5224399.859001817,-43.13316,147.0506,winter,RK,OO
H-C,504148.976580031,5224366.898734842,-43.13347,147.05095,winter,RK,OO
H-C,503540.0592650624,5225493.221020457,-43.12331,147.04346,winter,RK,OO
H-C,502956.8559536979,5226553.085308836,-43.11376,147.03639,winter,RK,OO
H-C,502962.06225375296,5226571.366963404,-43.11359,147.03645,winter,RK,OO
H-C,502973.3508632581,5226655.344263133,-43.11283,147.03648,winter,RK,OO
H-C,502840.6867759044,5227249.474412943,-43.10749,147.03485,winter,RK,OO
H-C,502720.5877192867,5227646.631496863,-43.10391,147.03339,winter,RK,FF
H-C,502707.10426540044,5227689.846350178,-43.10352,147.03323,winter,RK,FF
H-C,502614.82360562636,5227971.533335048,-43.10098,147.03212,winter,RK,FF
H-C,502273.1626321434,5229299.388274296,-43.08895,147.02788,winter,RK,OO
H-C,502422.4960688925,5229483.186042928,-43.08736,147.02969,winter,RK,OO
H-C,506845.821859201,5231225.482288584,-43.07164,147.08406,winter,RK,OO
H-C,505726.0392954996,5230774.616250227,-43.07568,147.07033,winter,RK,FO
H-C,502921.18288142787,5230935.988794975,-43.07431,147.03593,winter,RK,OO
H-C,504564.57081619714,5230940.71856988,-43.07426,147.05605,spring,FR,OO
H-C,502255.26445245976,5228528.578333782,-43.09594,147.02774,spring,FR,OO
H-C,502868.5714135398,5227147.644073246,-43.10838,147.03532,spring,FR,OO
H-C,504229.94823340327,5224296.216743052,-43.13404,147.05203,spring,FR,OO
H-C,505574.60797513317,5230752.075426008,-43.07588,147.06848,spring,FR,OO
H-C,505574.60797513317,5230752.075426008,-43.07588,147.06848,spring,FR,OO
H-C,503562.5114908258,5231088.685495761,-43.07288,147.04376,spring,FR,OO
H-C,504314.0911559108,5224234.926048876,-43.13457,147.0531,spring,FR,OO
H-C,504926.50993695727,5223683.386901869,-43.13962,147.06055,spring,FR,FO
H-C,502879.42949787393,5227109.650140797,-43.10872,147.03546,spring,FR,OO
H-C,502709.1873590253,5230679.267945627,-43.07658,147.03325,spring,FR,OO
H-C,503498.2020833215,5231095.058151294,-43.07281,147.04298,spring,FR,OO
H-C,504226.1518554486,5231072.4620965915,-43.07299,147.05194,spring,FR,OO
H-C,504746.4889708346,5230845.241413532,-43.07509,147.0583,spring,FR,OO
H-C,504365.27472344966,5224172.040300818,-43.13519,147.05365,spring,FR,OO
H-C,503749.7025026184,5225070.076872122,-43.12713,147.04604,spring,FR,OO
H-C,503431.5239553391,5225650.469786435,-43.12183,147.04222,spring,FR,OO
H-C,503231.56492404366,5225860.336427822,-43.12,147.03969,spring,FR,OO
H-C,503370.23572989396,5231131.684039423,-43.07254,147.0414,spring,FR,OO
H-C,504514.2734366248,5230962.416934771,-43.074,147.05547,spring,FR,OO
H-C,506813.671167213,5231173.190042833,-43.07208,147.08363,spring,FR,FO
H-C,503616.2618828221,5231089.723606273,-43.07291,147.04442,spring,FR,OO
H-C,506129.6886613253,5230869.813063542,-43.07484,147.07527,summer,FR,FO
H-C,506137.6490411983,5230879.030266367,-43.07479,147.07542,summer,FR,FO
H-C,505620.54356240877,5230754.770523855,-43.07594,147.06905,summer,FR,OO
H-C,502696.19780388265,5227724.240951053,-43.1032,147.03314,summer,FR,FF
H-C,503419.6691172769,5231128.541729817,-43.0725,147.04201,summer,FR,OO
H-C,505905.8591556695,5230786.876481943,-43.07567,147.07254,summer,FR,OO
H-C,504900.7769395395,5223696.279695817,-43.13945,147.06027,summer,FR,FO
H-C,505403.8818704649,5222872.065703606,-43.14686,147.0665,summer,FR,FO
H-C,504849.60315483436,5230738.787547332,-43.07621,147.05957,summer,FR,FO
H-C,505305.10144796834,5230800.45014708,-43.07546,147.06516,summer,FR,OO
H-C,504648.9113258189,5223817.120244309,-43.13838,147.05716,autumn,FR,OO
H-C,504858.52404982626,5223716.223631609,-43.13924,147.05977,autumn,FR,OO
H-C,505205.27344599465,5223286.075157754,-43.14316,147.06396,autumn,FR,OO
H-C,505186.9586350178,5223446.780133979,-43.14169,147.06386,autumn,FR,OO
H-C,504318.290470955,5224231.080871004,-43.13467,147.05307,autumn,FR,OO
H-C,502696.4386604108,5227723.453440595,-43.10321,147.03313,autumn,FR,FF
H-C,504017.21726677666,5231138.71496003,-43.0724,147.04936,autumn,FR,OO
H-C,504610.52781423007,5230921.431495223,-43.07439,147.05664,autumn,FR,OO
H-C,504617.6542150881,5230918.467757596,-43.07443,147.05672,autumn,FR,OO
H-C,504434.20828551,5224041.415891089,-43.13633,147.05457,autumn,FR,OO
H-C,502872.2760687491,5227134.490578236,-43.10852,147.03526,autumn,FR,OO
H-C,502898.06181735446,5227033.093312608,-43.10941,147.03571,autumn,FR,OO
H-C,502825.4198784042,5227300.088331338,-43.107,147.03482,autumn,FR,OO
H-C,502610.82468096033,5227978.805768995,-43.10081,147.03233,autumn,FR,FF
H-C,504728.13243868423,5230862.800152556,-43.07492,147.05809,autumn,FR,OO
H-C,505175.2873507961,5230767.332132545,-43.07578,147.06357,autumn,FR,OO
H-C,503521.1354251066,5225532.043492198,-43.12295,147.04324,winter,FR,OO
H-C,502915.4592457768,5226452.223246215,-43.11464,147.03578,winter,FR,FO
H-C,502866.2085036811,5227156.327603617,-43.1083,147.0353,winter,FR,OO
H-C,502404.49174510536,5229638.300490799,-43.08596,147.0295,winter,FR,OO
H-C,503331.5315766197,5231128.406260114,-43.07253,147.04092,winter,FR,OO
H-C,503909.2958553047,5231148.904987599,-43.0723,147.048,winter,FR,OO
H-C,504161.551341944,5231098.958356164,-43.07273,147.05116,winter,FR,OO
H-C,504649.838536107,5230905.635019202,-43.0745,147.05714,winter,FR,OO
H-C,503478.6980244247,5231099.648504957,-43.07277,147.04274,winter,FR,OO
H-C,503947.7752672948,5231150.092169699,-43.07228,147.04849,winter,FR,OO
H-C,505761.4345568407,5230779.456414003,-43.07566,147.07077,winter,FR,FO
H-C,504461.9250154858,5230984.527746713,-43.07383,147.05481,winter,FR,OO
H-C,503206.8505614095,5225898.103281712,-43.11962,147.03946,winter,FR,OO
H-C,502725.72536926914,5227629.787496797,-43.10404,147.03355,winter,FR,FF
H-C,502720.5877192867,5227646.631496863,-43.10391,147.03339,winter,FR,FF
H-C,503487.6785703622,5231097.5348996725,-43.07279,147.04285,winter,FR,OO
H-C,504758.36578159203,5230783.204991273,-43.07565,147.05844,winter,FR,OO
H-C,507168.15147235186,5231534.136807395,-43.06819,147.08815,winter,FR,FO
H-C,504885.24020500144,5230739.092120104,-43.07605,147.06001,winter,FR,FO
H-C,504113.23192606686,5231114.928381999,-43.07267,147.05052,winter,FR,OO
H-C,505723.9168778782,5230774.299025813,-43.07581,147.07033,winter,FR,FO
H-C,504750.5474393277,5230808.262916813,-43.07542,147.05835,winter,FR,OO
H-C,503829.3302401028,5231129.890182352,-43.07251,147.04703,winter,FR,OO
H-C,503391.77037432836,5231131.289242258,-43.07253,147.04166,winter,FR,OO
H-N,501214.632456049,5238066.874384851,-43.01005,147.01491,spring,RK,OO
H-N,501170.9212038749,5238076.1240701955,-43.00998,147.01437,spring,RK,OO
H-N,501170.9212038749,5238076.1240701955,-43.00998,147.01437,spring,RK,OO
H-N,499358.0272449132,5237523.991107926,-43.01494,146.99211,spring,RK,OO
H-N,499170.54679853714,5237507.44390356,-43.01508,146.98982,spring,RK,OO
H-N,499129.2600477946,5237504.342550834,-43.01516,146.98932,spring,RK,OO
H-N,499073.8451593066,5237494.204899507,-43.01528,146.98865,spring,RK,OO
H-N,498891.34306901216,5237488.528687305,-43.01525,146.98639,spring,RK,OO
H-N,498325.790132453,5237305.589613589,-43.01688,146.97943,spring,RK,OO
H-N,498297.18020166445,5237294.183523578,-43.01704,146.97911,spring,RK,OO
H-N,497680.25373988354,5237177.822684378,-43.0181,146.97153,spring,RK,OO
H-N,495780.4082739364,5238344.087018924,-43.00752,146.94832,spring,RK,FO
H-N,495589.22164869506,5238518.143943424,-43.00602,146.94586,spring,RK,OO
H-N,495337.5481620934,5238671.214040561,-43.00463,146.94278,spring,RK,FO
H-N,495332.44980410795,5238674.431686325,-43.00454,146.94277,spring,RK,FO
H-N,495332.951553448,5238674.115025227,-43.00455,146.94277,spring,RK,FO
H-N,491973.19285731314,5240431.269013241,-42.98872,146.90154,spring,RK,OO
H-N,499389.51941675536,5237539.302622432,-43.01491,146.99261,spring,RK,OO
H-N,499381.6708123577,5237534.840768313,-43.01505,146.99253,spring,RK,OO
H-N,498412.2929433441,5237341.838941803,-43.01657,146.9805,spring,RK,OO
H-N,497777.4188622983,5237174.092669849,-43.01818,146.97272,spring,RK,OO
H-N,495524.36395779403,5238553.242517675,-43.00573,146.94505,spring,RK,OO
H-N,495307.13823789364,5238690.406173414,-43.0045,146.94237,spring,RK,FO
H-N,494564.7559531668,5239435.1587160835,-42.99775,146.93329,spring,RK,OO
H-N,492081.3095940401,5240395.089747694,-42.98907,146.90286,spring,RK,OO
H-N,494873.8801084358,5239103.682639559,-43.00066,146.93719,spring,RK,OO
H-N,497119.22884868114,5237157.873790749,-43.01819,146.96466,spring,RK,OO
H-N,498358.6724454198,5237319.545780012,-43.01682,146.97987,spring,RK,OO
H-N,499411.1810055083,5237557.496654768,-43.01461,146.99272,spring,RK,OO
H-N,500297.3866284872,5237889.03301238,-43.01175,147.00363,summer,RK,OO
H-N,497738.1069859452,5237175.600090754,-43.01812,146.97224,summer,RK,OO
H-N,497374.05009974405,5237180.792235105,-43.01803,146.96777,summer,RK,OO
H-N,496630.755337854,5237394.471559578,-43.01612,146.95865,summer,RK,OO
H-N,495708.85932491114,5238414.915198495,-43.00691,146.94737,summer,RK,OO
H-N,490349.5655962778,5240669.664174198,-42.98659,146.88159,summer,RK,OO
H-N,490046.31747304817,5240790.801784712,-42.98545,146.87793,summer,RK,FO
H-N,488860.7395080019,5241075.914041932,-42.98288,146.86337,summer,RK,OO
H-N,490364.89730068634,5240647.321261019,-42.98674,146.88188,summer,RK,OO
H-N,495126.8897611077,5238835.153959937,-43.00312,146.94023,summer,RK,FO
H-N,499096.2032735006,5237498.873252626,-43.01519,146.98891,summer,RK,OO
H-N,498982.97777508426,5237483.378050922,-43.01531,146.98752,summer,RK,OO
H-N,498459.51264865405,5237361.221661056,-43.01645,146.98111,summer,RK,OO
H-N,495795.8627406296,5238318.792761757,-43.00777,146.94846,summer,RK,FO
H-N,495659.73682012106,5238465.81557659,-43.00648,146.94673,summer,RK,OO
H-N,489354.8756907151,5241165.334937065,-42.98215,146.86942,summer,RK,OO
H-N,489367.3181353807,5241162.688339983,-42.98208,146.8696,summer,RK,OO
H-N,489582.7611089572,5241101.279559842,-42.98269,146.87222,summer,RK,OO
H-N,491578.2870568421,5240286.657831388,-42.99,146.89667,summer,RK,OO
H-N,491867.43278122845,5240431.366818311,-42.98864,146.90024,summer,RK,OO
H-N,492149.9253722349,5240349.900569005,-42.98949,146.90369,summer,RK,OO
H-N,494783.5723866159,5239198.548858369,-42.99981,146.93607,summer,RK,OO
H-N,495946.09967534966,5238157.825021296,-43.00923,146.95026,summer,RK,FO
H-N,498764.8275926424,5237462.608260698,-43.01556,146.98486,autumn,RK,OO
H-N,496836.6412081452,5237228.561562975,-43.01759,146.9612,autumn,RK,OO
H-N,496408.60467637156,5237677.247910833,-43.01357,146.95593,autumn,RK,FO
H-N,496360.8913289129,5237761.084489947,-43.01283,146.95532,autumn,RK,FO
H-N,496285.19805238495,5237851.708040533,-43.01203,146.95436,autumn,RK,FO
H-N,496270.6316898592,5237871.970266466,-43.01184,146.95419,autumn,RK,FO
H-N,496255.9048733357,5237893.583336676,-43.01166,146.95398,autumn,RK,FO
H-N,495876.7485852215,5238174.254976773,-43.00914,146.94939,autumn,RK,FO
H-N,495813.46430747124,5238210.363447711,-43.00877,146.94861,autumn,RK,FO
H-N,495804.93009675044,5238250.682311407,-43.0084,146.94855,autumn,RK,FO
H-N,495766.1389104378,5238358.337479608,-43.00747,146.94801,autumn,RK,FO
H-N,495621.04696958716,5238495.374391317,-43.00615,146.94632,autumn,RK,OO
H-N,495482.18160372693,5238582.042335655,-43.00539,146.9446,autumn,RK,OO
H-N,495290.72216752055,5238702.213375402,-43.00431,146.94225,autumn,RK,FO
H-N,495170.6776315338,5238798.6555449,-43.00349,146.94072,autumn,RK,FO
H-N,495077.42362379644,5238868.946866773,-43.00278,146.93964,autumn,RK,OO
H-N,489960.2993559459,5240845.380270215,-42.98499,146.87685,autumn,RK,FO
H-N,492171.50894712715,5240336.067909725,-42.98962,146.90395,autumn,RK,OO
H-N,496106.58926181856,5238053.998504055,-43.01019,146.95221,autumn,RK,OO
H-N,496244.21288971027,5237911.594759488,-43.01147,146.95389,autumn,RK,FO
H-N,498590.9701614117,5237392.100772211,-43.01612,146.9827,autumn,RK,OO
H-N,498339.6534223105,5237311.436380505,-43.01683,146.9796,autumn,RK,OO
H-N,500431.05365206883,5237901.342763005,-43.01161,147.00529,autumn,RK,OO
H-N,499401.0721167076,5237549.0059825545,-43.01469,146.9926,autumn,RK,OO
H-N,498371.3073957663,5237324.933115604,-43.01678,146.98003,autumn,RK,OO
H-N,497462.46142440534,5237184.985405341,-43.01796,146.96886,autumn,RK,OO
H-N,497096.8718700971,5237159.798817992,-43.01826,146.96437,autumn,RK,OO
H-N,496985.39760574664,5237162.207098585,-43.01818,146.96301,autumn,RK,OO
H-N,496275.79881069955,5237864.387001927,-43.0119,146.95427,autumn,RK,FO
H-N,496266.2368352989,5237878.420153311,-43.01174,146.95422,autumn,RK,FO
H-N,495360.7025380805,5238659.613966848,-43.00473,146.94307,autumn,RK,FO
H-N,494635.11830826255,5239368.3642946975,-42.99835,146.93416,autumn,RK,OO
H-N,494581.2316024049,5239418.375882967,-42.99786,146.93355,autumn,RK,OO
H-N,494582.7464759833,5239416.847313763,-42.99788,146.93356,autumn,RK,OO
H-N,490077.481106648,5240776.252327998,-42.98565,146.87827,autumn,RK,FO
H-N,490299.6509131353,5240701.08617781,-42.98634,146.88098,autumn,RK,OO
H-N,489860.11633956665,5240916.406869979,-42.9843,146.87567,autumn,RK,FO
