route,x,y,lat,long,season,type,hab
H-N,490303.55808437127,5240699.12844614,-42.98634,146.88104,autumn,RK,OO
H-N,490339.34685793007,5240681.196082494,-42.9865,146.88148,autumn,RK,OO
H-N,493580.9470697497,5239958.224254376,-42.99302,146.92125,autumn,RK,FO
H-N,495207.99706937047,5238771.008111345,-43.00373,146.94119,autumn,RK,FO
H-N,495431.3426620695,5238622.354227,-43.00503,146.94397,autumn,RK,OO
H-N,495904.7885349893,5238167.509373713,-43.00909,146.94977,autumn,RK,FO
H-N,496982.37676415505,5237162.639993761,-43.01814,146.96298,autumn,RK,OO
H-N,498827.9242694843,5237478.481596486,-43.01541,146.98563,autumn,RK,FO
H-N,499520.64364234573,5237657.740080411,-43.01373,146.99408,autumn,RK,OO
H-N,489407.61314996483,5241144.733886817,-42.98227,146.87009,winter,RK,OO
H-N,495083.10176867445,5238866.04253078,-43.00282,146.9397,winter,RK,OO
H-N,495457.3933559143,5238602.326787691,-43.00521,146.94429,winter,RK,OO
H-N,495764.50577680464,5238359.67020867,-43.00744,146.94801,winter,RK,FO
H-N,495771.68368164764,5238353.812633883,-43.0075,146.94809,winter,RK,FO
H-N,495778.6229191064,5238347.009101264,-43.00756,146.94815,winter,RK,FO
H-N,498271.89736963325,5237284.64970078,-43.01715,146.97881,winter,RK,OO
H-N,498652.517107413,5237417.9883387005,-43.01595,146.98349,winter,RK,OO
H-N,498957.13948315475,5237484.195832872,-43.01537,146.9872,winter,RK,OO
H-N,499251.3602831053,5237510.73358136,-43.01503,146.99081,winter,RK,OO
H-N,499472.79850605415,5237610.597913031,-43.01422,146.99358,winter,RK,OO
H-N,499488.07111532975,5237624.235428501,-43.01405,146.99371,winter,RK,OO
H-N,500788.24726881663,5237965.220865561,-43.01103,147.00969,winter,RK,FO
H-N,500790.20571773325,5237965.788299152,-43.01104,147.00972,winter,RK,FO
H-N,500783.12371597276,5237963.7363867145,-43.011,147.00961,winter,RK,FO
H-N,501325.4747331672,5238086.45761155,-43.009901,147.016271,winter,RK,OO
H-N,500926.8972573548,5238015.677117804,-43.01058,147.0114,winter,RK,FO
H-N,498634.08051612985,5237408.509987399,-43.01603,146.98326,winter,RK,OO
H-N,498429.10908309254,5237348.747768065,-43.01655,146.98073,winter,RK,OO
H-N,496066.2866827913,5238087.752613949,-43.00989,146.95171,winter,RK,OO
H-N,495803.41621734586,5238258.815638217,-43.00833,146.94856,winter,RK,FO
H-N,495802.70354290266,5238302.20347743,-43.00794,146.94849,winter,RK,FO
H-N,495632.1757816559,5238487.214683,-43.0063,146.94638,winter,RK,OO
H-N,495157.36229140306,5238809.539583406,-43.00338,146.94057,winter,RK,FO
H-N,489789.0843921821,5240950.132830707,-42.98407,146.87474,winter,RK,FO
H-N,488772.5744541136,5241055.3145120535,-42.98301,146.86227,winter,RK,OO
H-N,488783.3459369137,5241057.955275774,-42.98301,146.86241,winter,RK,OO
H-N,495599.32266715774,5238511.302773442,-43.00603,146.94603,winter,RK,OO
H-N,495605.68109872006,5238506.640735249,-43.00607,146.94611,winter,RK,OO
H-N,496392.33886660216,5237698.4403664665,-43.01334,146.9558,winter,RK,FO
H-N,496793.3243541971,5237258.485149491,-43.01733,146.96066,winter,RK,OO
H-N,497249.69598372723,5237139.631921998,-43.01839,146.96625,winter,RK,OO
H-N,497886.3240566888,5237171.930355372,-43.0181,146.97406,winter,RK,OO
H-N,497884.5858785897,5237171.912809924,-43.0182,146.97404,winter,RK,OO
H-N,497967.74207118026,5237199.889070738,-43.01786,146.97505,winter,RK,OO
H-N,498640.5913684742,5237411.857251806,-43.016,146.98334,winter,RK,OO
H-N,498658.4846510801,5237421.020838804,-43.015860000000004,146.98352,winter,RK,OO
H-N,498673.3573353469,5237428.379836341,-43.01579,146.9837,winter,RK,OO
H-N,500287.94856291823,5237890.742677126,-43.01163,147.00354,winter,RK,OO
H-N,500421.3117258947,5237901.263139879,-43.01157,147.00517,winter,RK,OO
H-N,501547.07894809364,5238181.884593176,-43.00912,147.02325,winter,RK,OO
H-N,500746.39265326306,5237955.294416509,-43.01107,147.00916,winter,RK,FO
H-N,499108.53688174917,5237500.913868594,-43.01521,146.98907,winter,RK,OO
H-N,498640.4631394114,5237411.791328551,-43.01596,146.98331,winter,RK,OO
H-N,496633.2522563944,5237391.392097382,-43.01616,146.95866,winter,RK,OO
H-N,496269.5972362951,5237873.488430114,-43.01181,146.95421,winter,RK,FO
H-N,489719.3519079387,5240991.98429987,-42.98362,146.87395,winter,RK,OO
H-N,489965.6518084384,5240841.5863817735,-42.98503,146.87691,spring,FR,FO
H-N,498185.6026972392,5237257.100992061,-43.01738,146.97774,spring,FR,OO
H-N,494716.5732893027,5239261.522257236,-42.9993,146.93517,spring,FR,OO
H-N,490511.3600871254,5240459.009862503,-42.9885,146.88358,spring,FR,OO
H-N,488861.4634171514,5241076.080876441,-42.98285,146.86337,spring,FR,OO
H-N,490797.06719519116,5240218.026520103,-42.99059,146.88713,spring,FR,OO
H-N,491936.4638167143,5240431.796930786,-42.98869,146.90109,spring,FR,OO
H-N,497119.22884868114,5237157.873790749,-43.01819,146.96466,spring,FR,OO
H-N,497538.92908574134,5237182.983098229,-43.01796,146.9698,spring,FR,OO
H-N,498075.2522056652,5237232.284459979,-43.01755,146.97637,spring,FR,OO
H-N,493123.2037614412,5240225.867294866,-42.99059,146.91565,spring,FR,OO
H-N,490445.2507318889,5240505.347233793,-42.98804,146.88281,spring,FR,OO
H-N,488928.20267200185,5241092.331357367,-42.98277,146.86421,spring,FR,OO
H-N,489892.26580278197,5240893.619678149,-42.98452,146.87605,spring,FR,FO
H-N,495526.1277287511,5238552.382953441,-43.00565,146.94513,spring,FR,OO
H-N,497697.0811164792,5237177.173936918,-43.01804,146.97174,spring,FR,OO
H-N,489555.5394512522,5241110.442375117,-42.98257,146.8719,summer,FR,OO
H-N,495106.6450421415,5238852.7270503575,-43.00298,146.93996,summer,FR,OO
H-N,499097.6328215846,5237499.10977373,-43.01511,146.98891,summer,FR,OO
H-N,499741.09753827075,5237818.963072466,-43.01233,146.99684,summer,FR,OO
H-N,499466.15591607266,5237604.666482323,-43.01425,146.99347,summer,FR,OO
H-N,499434.84655028867,5237577.582975065,-43.01443,146.99301,summer,FR,OO
H-N,499245.3716878609,5237510.46663223,-43.01509,146.99074,summer,FR,OO
H-N,498986.44567854825,5237483.268291777,-43.01537,146.98756,summer,FR,OO
H-N,498457.7278409975,5237360.489394979,-43.01646,146.98109,summer,FR,OO
H-N,495802.14790273353,5238308.505864788,-43.00783,146.94861,summer,FR,FO
H-N,495567.3232200848,5238530.743081064,-43.00587,146.94562,summer,FR,OO
H-N,490149.02135204134,5240751.481578654,-42.98583,146.87917,summer,FR,OO
H-N,489367.3181353807,5241162.688339983,-42.98208,146.8696,summer,FR,OO
H-N,490364.378732424,5240648.076971237,-42.98673,146.88188,summer,FR,OO
H-N,492147.1822644813,5240351.658594499,-42.98947,146.90366,summer,FR,OO
H-N,494793.2165886364,5239189.220507123,-42.99987,146.93622,summer,FR,OO
H-N,494988.1554317663,5238973.1306451,-43.00185,146.93857,summer,FR,OO
H-N,495465.8859094889,5238595.797821426,-43.00533,146.94433,summer,FR,OO
H-N,497115.6213872396,5237158.469931761,-43.01821,146.96461,summer,FR,OO
H-N,499760.40613244893,5237827.920643219,-43.01227,146.99709,autumn,FR,OO
H-N,499429.9859318967,5237573.391664675,-43.01451,146.993,autumn,FR,OO
H-N,499314.26679792727,5237514.396818704,-43.01509,146.99159,autumn,FR,OO
H-N,499271.44567553024,5237511.6289128745,-43.01508,146.99106,autumn,FR,OO
H-N,498505.6317958066,5237376.161094559,-43.01631,146.98167,autumn,FR,OO
H-N,496416.8549168543,5237666.498808399,-43.01369,146.95599,autumn,FR,FO
H-N,496285.19805238495,5237851.708040533,-43.01203,146.95436,autumn,FR,FO
H-N,495620.51716643077,5238495.762846005,-43.00615,146.94631,autumn,FR,OO
H-N,489960.2993559459,5240845.380270215,-42.98499,146.87685,autumn,FR,FO
H-N,488736.179052944,5241046.373160598,-42.98317,146.86185,autumn,FR,OO
H-N,495056.97330169956,5238879.958365523,-43.0027,146.93939,autumn,FR,OO
H-N,498559.97449777153,5237384.977043564,-43.01622,146.98233,autumn,FR,OO
H-N,498757.70377277426,5237460.709159982,-43.01557,146.98477,autumn,FR,OO
H-N,498865.1286903054,5237485.164882024,-43.01529,146.98607,autumn,FR,FO
H-N,497109.00273110456,5237159.165538855,-43.01825,146.96452,autumn,FR,OO
H-N,497014.3877380579,5237158.374397736,-43.01825,146.96336,autumn,FR,OO
H-N,496296.68151319976,5237836.584493358,-43.01215,146.95453,autumn,FR,FO
H-N,495368.7982197515,5238655.588335019,-43.00478,146.94316,autumn,FR,FO
H-N,490084.31695132476,5240773.628966244,-42.9857,146.87834,autumn,FR,FO
H-N,490239.577201513,5240722.272201718,-42.98614,146.88026,autumn,FR,OO
H-N,489861.20053281356,5240915.638405531,-42.9843,146.87569,autumn,FR,FO
H-N,489334.60167910875,5241169.647364518,-42.98215,146.86916,autumn,FR,OO
H-N,492238.1337757838,5240299.411344758,-42.98991,146.9048,autumn,FR,OO
H-N,496143.87194590305,5238023.469465804,-43.0104,146.95274,autumn,FR,OO
H-N,489415.704939257,5241140.626789297,-42.98245,146.87009,winter,FR,OO
H-N,495462.56340225454,5238598.352122374,-43.00523,146.94437,winter,FR,OO
H-N,498663.09602566,5237423.302544888,-43.0158,146.98355,winter,FR,OO
H-N,498980.7825283073,5237483.447530484,-43.01538,146.98749,winter,FR,OO
H-N,499472.79850605415,5237610.597913031,-43.01422,146.99358,winter,FR,OO
H-N,500927.2238436825,5238015.805777015,-43.01059,147.01141,winter,FR,FO
H-N,498940.9487950768,5237484.936969822,-43.01534,146.987,winter,FR,OO
H-N,498640.5913684742,5237411.857251806,-43.016,146.98334,winter,FR,OO
H-N,498429.10908309254,5237348.747768065,-43.01655,146.98073,winter,FR,OO
H-N,497588.9457413433,5237181.233636477,-43.01806,146.97041,winter,FR,OO
H-N,496399.6162488218,5237688.958785038,-43.01347,146.95581,winter,FR,FO
H-N,495927.8699044651,5238162.09853019,-43.00918,146.95004,winter,FR,FO
H-N,495626.8763771857,5238491.100236504,-43.00623,146.94635,winter,FR,OO
H-N,495393.5955682658,5238643.009746457,-43.00487,146.94348,winter,FR,FO
H-N,491590.73520971654,5240292.838780456,-42.98997,146.89684,winter,FR,OO
H-N,489786.7308257918,5240951.101519742,-42.98401,146.87474,winter,FR,FO
H-N,491615.4991432709,5240307.374505313,-42.98986,146.89716,winter,FR,OO
H-N,490272.3494902907,5240710.992004869,-42.98618,146.88069,winter,FR,OO
H-N,496349.28106497193,5237775.062644395,-43.01266,146.95525,winter,FR,FO
H-N,496392.33886660216,5237698.4403664665,-43.01334,146.9558,winter,FR,FO
H-N,496793.3243541971,5237258.485149491,-43.01733,146.96066,winter,FR,OO
H-N,497913.67379015655,5237177.231358575,-43.01803,146.97437,winter,FR,OO
H-N,498640.5913684742,5237411.857251806,-43.016,146.98334,winter,FR,OO
H-N,498921.469655249,5237486.671701541,-43.01525,146.98677,winter,FR,OO
H-N,500903.8927198607,5238006.614443135,-43.01061,147.01109,winter,FR,FO
H-N,499665.7597113022,5237776.44757966,-43.0127,146.99591,winter,FR,OO
H-N,499419.9892130343,5237564.894856921,-43.01458,146.99287,winter,FR,OO
H-N,499108.53688174917,5237500.913868594,-43.01521,146.98907,winter,FR,OO
H-N,498640.5913684742,5237411.857251806,-43.016,146.98334,winter,FR,OO
H-N,497404.7102492541,5237185.4106520815,-43.01799,146.96815,winter,FR,OO
H-N,491127.29149435245,5240202.127166434,-42.9908,146.89116,winter,FR,OO
H-N,496269.5972362951,5237873.488430114,-43.01181,146.95421,winter,FR,FO
K-F,245102.46110586004,5580684.340185612,-39.885595,144.019058,winter,RK,FO
K-F,252492.182204334,5578023.326895878,-39.911755,144.10434,winter,RK,FF
K-F,250436.4203988481,5579876.706268622,-39.89444,144.081055,winter,RK,FF
K-F,249737.1653909849,5580185.6358768605,-39.89149,144.07299,winter,RK,FO
K-F,248224.32953436006,5581094.122352691,-39.88283,144.055672,winter,RK,OO
K-F,247994.90649825425,5581078.262396175,-39.882951,144.052988,winter,RK,OO
K-F,247932.35897991777,5581085.051232081,-39.882876,144.052254,winter,RK,OO
K-F,247798.34442190584,5581100.914477909,-39.882665,144.050701,winter,RK,OO
K-F,247765.3267735485,5581100.880837829,-39.882664,144.050315,winter,RK,OO
K-F,247671.81201750255,5581100.78512911,-39.882631,144.049223,winter,RK,OO
K-F,247496.76794953638,5581097.488938295,-39.882594,144.047177,winter,RK,OO
K-F,247298.84098217016,5581036.126416719,-39.883117,144.044848,winter,RK,OO
K-F,247297.885559278,5581035.717752866,-39.883123,144.044838,winter,RK,OO
K-F,247289.73638407636,5581032.232072787,-39.883151,144.044741,winter,RK,OO
K-F,246747.2280660466,5580989.534222633,-39.883337,144.038378,winter,RK,OO
K-F,246665.98901470721,5580973.28182361,-39.883485,144.037427,winter,RK,OO
K-F,246635.50598147936,5580962.719123806,-39.88357,144.037067,winter,RK,OO
K-F,246489.70313212284,5580907.880527328,-39.884018,144.03534200000001,winter,RK,OO
K-F,246346.40401667292,5580853.866437682,-39.884474,144.033653,winter,RK,OO
K-F,245523.37983552658,5580650.536574109,-39.886061,144.023955,winter,RK,OO
K-F,245342.65773937997,5580654.067244274,-39.886005,144.021841,winter,RK,FF
K-F,245241.4920289678,5580663.817449636,-39.885857,144.020664,winter,RK,FF
K-F,245111.92059090585,5580682.262680814,-39.885676,144.019148,winter,RK,FO
K-F,244848.35339069212,5580754.734363824,-39.884935,144.016093,winter,RK,OO
K-F,244459.3617365561,5581036.191096139,-39.882279,144.011645,winter,RK,OO
K-F,243782.9077571695,5581350.875149739,-39.879236,144.0039,winter,RK,OO
K-F,243337.909217016,5581280.7386995135,-39.879741,143.998669,winter,RK,FO
K-F,242896.1086003628,5581315.671280461,-39.879279,143.993531,winter,RK,OO
K-F,242034.95285220025,5581296.777817655,-39.879157,143.983464,winter,RK,OO
K-F,240991.90870090193,5581251.570625365,-39.879332,143.971189,winter,RK,FO
K-F,240968.9322046493,5581270.860070957,-39.879114,143.970972,winter,RK,FO
K-F,240847.1975421895,5581315.288027581,-39.878653,143.969602,winter,RK,OO
K-F,240420.3165105565,5581160.250861545,-39.879896,143.964549,winter,RK,OO
K-F,240136.58758230522,5581040.201088114,-39.880889,143.961184,winter,RK,OO
K-F,240081.67558532918,5581000.49542425,-39.881218,143.960508,winter,RK,OO
K-F,239823.82238474092,5580723.040351282,-39.883684,143.957441,winter,RK,OO
K-F,239736.84916712297,5580642.800455405,-39.884381,143.956395,winter,RK,OO
K-F,239698.6019144935,5580610.937563733,-39.884676,143.955949,winter,RK,OO
K-F,239623.52564319037,5580565.005901571,-39.885048,143.955026,winter,RK,OO
K-F,239890.80027443645,5580785.054111926,-39.883144,143.958245,spring,RK,OO
K-F,240016.56472516176,5580929.614767458,-39.881885,143.959781,spring,RK,OO
K-F,240598.18893629994,5581245.34127662,-39.879213,143.966676,spring,RK,OO
K-F,240946.0675084985,5581289.087791167,-39.878814,143.970857,spring,RK,FO
K-F,242536.63020309672,5581323.140664596,-39.879036,143.989341,spring,RK,OO
K-F,243460.25810457993,5581294.981785517,-39.879646,144.000118,spring,RK,FO
K-F,243480.7184989979,5581300.334300434,-39.87958,144.000352,spring,RK,FO
K-F,243588.61577656082,5581328.422463245,-39.87934,144.001618,spring,RK,OO
K-F,246775.57400998427,5580992.207259106,-39.883277,144.03871,spring,RK,OO
K-F,247044.67510440902,5580973.218480432,-39.883594,144.041849,spring,RK,FO
K-F,247155.67419859313,5580978.820780892,-39.883579,144.043148,spring,RK,OO
K-F,247505.09792479427,5581097.826718311,-39.88255,144.047274,spring,RK,OO
K-F,247758.01113909614,5581100.873268742,-39.882603,144.050232,spring,RK,OO
K-F,247793.40565565505,5581100.90951001,-39.882599,144.050646,spring,RK,OO
K-F,248139.6815184906,5581087.77262523,-39.882864,144.054681,spring,RK,OO
K-F,248458.5720905546,5581083.3481494,-39.882981,144.058417,spring,RK,OO
K-F,251311.79650753652,5579383.212146402,-39.899114,144.091127,spring,RK,FF
K-F,251771.33185413093,5578923.680993553,-39.903421,144.09631,spring,RK,FF
K-F,242737.03772962236,5581312.062570142,-39.879231,143.991674,spring,RK,FO
K-F,242741.99747004826,5581311.849226055,-39.879303,143.991725,spring,RK,FO
K-F,239725.58726196468,5580632.474208119,-39.88444403,143.95623,summer,RK,OO
K-F,239836.74179769435,5580735.002297346,-39.88355303,143.957566,summer,RK,OO
K-F,239951.16424183457,5580852.477808455,-39.88253304,143.95895,summer,RK,OO
K-F,239990.63894942013,5580899.3538506385,-39.88213196,143.959442,summer,RK,OO
K-F,240040.54340442506,5580957.222885592,-39.88162402,143.960044,summer,RK,OO
K-F,240340.3835402247,5581127.111134,-39.88014604,143.963591,summer,RK,OO
K-F,242018.7093666828,5581294.305919055,-39.87914599,143.983269,summer,RK,OO
K-F,242278.81460390112,5581319.604734304,-39.87900702,143.986323,summer,RK,OO
K-F,242532.88106389908,5581323.282261366,-39.87901499,143.989299,summer,RK,OO
K-F,242871.06803888275,5581315.031145942,-39.87921196,143.993239,summer,RK,OO
K-F,242977.2332690407,5581317.746118772,-39.87921104,143.99448,summer,RK,OO
K-F,243311.91782650948,5581285.894915771,-39.87962896,143.998385,summer,RK,OO
K-F,243584.7965786373,5581327.525230107,-39.87933903,144.001571,summer,RK,OO
K-F,244243.70832724616,5581221.455479596,-39.88047503,144.00928,summer,RK,OO
K-F,244644.82262707845,5580869.276126518,-39.88379301,144.0138,summer,RK,OO
K-F,245034.77081199965,5580700.759976646,-39.88542899,144.018274,summer,RK,FO
K-F,245353.56120051438,5580653.596501687,-39.88598404,144.021971,summer,RK,FF
K-F,246616.1785340435,5580955.533028736,-39.88361397,144.036832,summer,RK,OO
K-F,246860.4319685772,5580990.465030833,-39.88331901,144.039714,summer,RK,OO
K-F,246892.78815397882,5580987.618723175,-39.88335304,144.040091,summer,RK,FO
K-F,247082.43031805856,5580969.60829741,-39.88367097,144.042283,summer,RK,FO
K-F,247231.4940042231,5581007.320531153,-39.88331599,144.04403,summer,RK,OO
K-F,247290.95775997548,5581032.7545031,-39.88312396,144.044744,summer,RK,OO
K-F,247311.32996718242,5581041.468340984,-39.88304903,144.044984,summer,RK,OO
K-F,247358.76006465856,5581061.755978885,-39.88287703,144.045544,summer,RK,OO
K-F,247933.75950729634,5581084.82383312,-39.88285599,144.052276,summer,RK,OO
K-F,248309.15525325216,5581099.759668305,-39.88281501,144.056666,summer,RK,OO
K-F,248627.06677829934,5581052.819153537,-39.88334198,144.060364,summer,RK,OO
K-F,250885.1971515616,5579441.0710425,-39.898562,144.086107,summer,RK,FF
K-F,251766.34814742746,5578932.757509136,-39.903336,144.09626,summer,RK,FF
K-F,252020.95309540367,5578603.37226439,-39.90642196,144.099051,summer,RK,FF
K-F,252158.66986409476,5578484.078973442,-39.90748697,144.100729,summer,RK,FO
K-F,252183.89117991805,5578386.819812706,-39.90838702,144.100889,summer,RK,FO
K-F,252464.26641602154,5578080.139911812,-39.91119697,144.104139,summer,RK,FF
K-F,242047.767655553,5581298.656304426,-39.879152,143.983616,winter,FR,OO
K-F,242690.0167568072,5581314.148264258,-39.879199,143.991126,winter,FR,FO
K-F,243594.54934551314,5581329.816419463,-39.879353,144.001694,winter,FR,OO
K-F,246192.74658003234,5580795.202840282,-39.88495,144.031833,winter,FR,OO
K-F,247331.0733351612,5581049.913188692,-39.882999,144.045228,winter,FR,OO
K-F,243795.90363856,5581350.518890519,-39.879188,144.004056,winter,FR,OO
K-F,245102.46110586004,5580684.340185612,-39.885595,144.019058,winter,FR,FO
K-F,246459.28044029025,5580896.413360564,-39.884073,144.034965,winter,FR,OO
K-F,246658.21521029435,5580971.162591459,-39.883472,144.037323,winter,FR,OO
K-F,250425.91664065322,5579879.275384353,-39.894387,144.080943,winter,FR,FF
K-F,251667.8113325472,5579090.5846273145,-39.90183,144.09524,winter,FR,FF
K-F,247356.00525582052,5581060.57761757,-39.882894,144.045515,winter,FR,OO
K-F,245111.92059090585,5580682.262680814,-39.885676,144.019148,winter,FR,FO
K-F,241424.29178336536,5581232.077019118,-39.879567,143.976309,winter,FR,OO
K-F,240847.1975421895,5581315.288027581,-39.878653,143.969602,winter,FR,OO
K-F,241691.66837059305,5581244.509487299,-39.87954,143.979437,winter,FR,OO
K-F,242068.90120036958,5581301.266219648,-39.879145,143.983865,winter,FR,OO
K-F,240841.4293291294,5581316.019598556,-39.87863,143.969538,winter,FR,OO
K-F,240136.58758230522,5581040.201088114,-39.880889,143.961184,winter,FR,OO
K-F,240081.67558532918,5581000.49542425,-39.881218,143.960508,winter,FR,OO
K-F,240030.0142202103,5580945.186899887,-39.881736,143.959926,winter,FR,OO
K-F,239823.82238474092,5580723.040351282,-39.883684,143.957441,winter,FR,OO
K-F,243728.7578443444,5581351.842406653,-39.879147,144.003268,winter,FR,OO
K-F,245179.6292030053,5580672.302253251,-39.885761,144.019945,winter,FR,FF
K-F,245245.85515113053,5580663.219068584,-39.885813,144.020726,winter,FR,FF
K-F,245508.38207708605,5580650.149707822,-39.886027,144.02378,winter,FR,OO
K-F,248804.84510791046,5580929.706028514,-39.884466,144.062478,winter,FR,OO
K-F,249596.5639838483,5580238.775194286,-39.890961,144.071373,winter,FR,OO
K-F,251825.91839013598,5578824.282285067,-39.90434,144.096888,winter,FR,FF
K-F,251860.47479358932,5578761.687300945,-39.904908,144.097274,winter,FR,FF
K-F,241249.37266654024,5581234.981533763,-39.879532,143.974254,winter,FR,OO
K-F,240266.83622348896,5581096.5976928305,-39.880431,143.962736,winter,FR,OO
K-F,240004.8253137957,5580916.022608959,-39.881967,143.959587,winter,FR,OO
K-F,239604.39612679955,5580557.536003155,-39.885108,143.954799,winter,FR,OO
K-F,241779.50131669635,5581257.884279419,-39.879407,143.980462,winter,FR,OO
K-F,243587.77756305726,5581328.225544168,-39.879368,144.001615,winter,FR,OO
K-F,244571.00930845333,5580934.042008731,-39.883167,144.012992,winter,FR,OO
K-F,245259.420009256,5580661.358714054,-39.885846,144.020881,winter,FR,FF
K-F,245514.55591395017,5580650.309022158,-39.886045,144.023852,winter,FR,OO
K-F,246685.08378019472,5580978.187370503,-39.883426,144.037646,winter,FR,OO
K-F,249129.85994339501,5580456.71007601,-39.888849,144.066033,winter,FR,OO
K-F,251986.23677049382,5578622.757554439,-39.906207,144.098671,winter,FR,FF
K-F,252409.46200219647,5578178.38017463,-39.91033,144.103445,winter,FR,FF
K-F,248311.5984192397,5581099.886929961,-39.882791,144.056694,winter,FR,OO
K-F,248186.91597751272,5581091.315573265,-39.882882,144.055236,winter,FR,OO
K-F,246979.57955131144,5580979.441045681,-39.883567,144.041083,winter,FR,FO
K-F,246635.0956167439,5580962.56654701,-39.883564,144.037059,winter,FR,OO
K-F,243160.55191371246,5581314.789460011,-39.879355,143.996619,winter,FR,OO
K-F,240153.1744923132,5581048.510143092,-39.88082,143.961385,spring,FR,OO
K-F,240893.94567958996,5581308.5768879345,-39.878668,143.970162,spring,FR,OO
K-F,243570.28404990613,5581323.762689095,-39.879382,144.001403,spring,FR,OO
K-F,248606.08458280895,5581057.039970409,-39.883271,144.060128,spring,FR,OO
K-F,252543.18261065672,5577951.231368651,-39.912821,144.105315,spring,FR,FF
K-F,242627.53396427815,5581317.877627207,-39.879194,143.99039200000001,spring,FR,OO
K-F,242519.22844740297,5581323.797890765,-39.879079,143.989133,spring,FR,OO
K-F,240594.71326240455,5581243.450996058,-39.879211,143.966623,spring,FR,OO
K-F,240096.42895731627,5581014.2001441,-39.881095,143.960681,spring,FR,OO
K-F,241514.06406874632,5581239.583027155,-39.879501,143.977365,spring,FR,OO
K-F,247430.45074323856,5581092.416610674,-39.882638,144.046401,spring,FR,OO
K-F,245380.75640872229,5580652.422577902,-39.886085,144.02228,spring,FR,FF
K-F,242899.88531746293,5581315.767881564,-39.879293,143.993575,spring,FR,OO
K-F,242737.03772962236,5581312.062570142,-39.879231,143.991674,spring,FR,FO
K-F,240615.2947194917,5581255.337663192,-39.879146,143.966893,spring,FR,OO
K-F,240142.02073467715,5581043.52996329,-39.880895,143.961274,spring,FR,OO
K-F,239887.65670298974,5580782.143504332,-39.88317,143.958208,spring,FR,OO
K-F,251322.1884118907,5579376.758048938,-39.899197,144.091227,spring,FR,FF
K-F,247785.81026299243,5581100.901869814,-39.882748,144.050551,spring,FR,OO
K-F,246805.43194806244,5580994.300715568,-39.883423,144.039067,spring,FR,OO
K-F,246629.8422062157,5580960.613288173,-39.883601,144.037006,spring,FR,OO
K-F,246329.41580876187,5580847.451352291,-39.884524,144.033451,spring,FR,OO
K-F,244150.20301209964,5581290.282714416,-39.879888,144.008153,spring,FR,OO
K-F,243478.84278875,5581299.84360769,-39.879591,144.000332,spring,FR,FO
K-F,242741.99747004826,5581311.849226055,-39.879303,143.991725,spring,FR,FO
K-F,242274.05693893222,5581319.375497969,-39.879096,143.986269,spring,FR,OO
K-F,239849.00006692848,5580746.351914226,-39.883471,143.957732,spring,FR,OO
K-F,239788.72707625545,5580690.554530254,-39.88395201,143.957003,summer,FR,OO
K-F,240853.54079334356,5581314.48352567,-39.87859899,143.969689,summer,FR,OO
K-F,242818.88525995685,5581313.696481413,-39.87921397,143.992629,summer,FR,OO
K-F,248464.58558654343,5581082.29900795,-39.88299899,144.058485,summer,FR,OO
K-F,239605.13958383078,5580557.826316218,-39.88511701,143.954813,summer,FR,OO
K-F,239998.30623553094,5580908.459587035,-39.88207103,143.959562,summer,FR,OO
K-F,246297.79009125664,5580835.367292474,-39.88461896,144.033075,summer,FR,OO
K-F,250692.28239535788,5579614.424513493,-39.8969248,144.0838363,summer,FR,FF
K-F,240120.22372146542,5581030.175002625,-39.8810734,143.9610619,summer,FR,OO
K-F,242450.83329246202,5581323.792382897,-39.879008,143.988335,spring,RK,OO
K-F,245254.55456011143,5580662.025986817,-39.885809,144.020831,spring,RK,FF
K-F,244389.33150468874,5581102.496373569,-39.88160198,144.010931,summer,RK,OO
K-F,252469.15998294353,5578069.526118152,-39.91139,144.1039,autumn,RK,FF
K-F,252182.59714241818,5578389.401556437,-39.90839,144.1008,autumn,RK,FO
K-F,252168.0699792107,5578441.667212875,-39.90789,144.1007,autumn,RK,FO
K-F,252156.75097861647,5578491.63664204,-39.90742,144.1007,autumn,RK,FO
K-F,252051.19724122764,5578589.553201964,-39.906528,144.099417,autumn,RK,FF
K-F,251814.05658585363,5578845.885457893,-39.904167,144.096694,autumn,RK,FF
K-F,251077.9894961905,5579407.269320133,-39.89889,144.088361,autumn,FR,FF
K-F,251077.9894961905,5579407.269320133,-39.89889,144.088361,autumn,RK,FF
K-F,248906.49308695292,5580784.199573354,-39.88586,144.0635,autumn,FR,FF
K-F,248906.49308695292,5580784.199573354,-39.88586,144.0635,autumn,RK,FF
K-F,247755.0843870832,5581100.870240592,-39.882694,144.050194,autumn,RK,OO
K-F,247647.97795775146,5581100.7612158265,-39.882639,144.048944,autumn,RK,OO
K-F,247652.66793848574,5581100.765921397,-39.882611,144.049,autumn,RK,OO
K-F,247453.2700072503,5581094.502758923,-39.882611,144.046667,autumn,RK,OO
K-F,247455.22827526467,5581094.670770932,-39.882611,144.04669,autumn,RK,OO
K-F,246895.69427081366,5580987.363078002,-39.883444,144.040111,autumn,FR,FO
K-F,246895.69427081366,5580987.363078002,-39.883444,144.040111,autumn,RK,FO
K-F,246790.61503163472,5580993.261843783,-39.883333,144.038889,autumn,FR,OO
K-F,246790.61503163472,5580993.261843783,-39.883333,144.038889,autumn,RK,OO
K-F,246529.19490743705,5580922.765872491,-39.883889,144.035806,autumn,FR,OO
