route,x,y,lat,long,habitat
K-F,245219.18625926832,5580666.876577811,-39.88580508,144.0204086,FF
K-F,245169.6521667925,5580673.670711004,-39.88572907,144.0198327,FF
K-F,245120.1094087686,5580680.464241646,-39.88565306,144.0192567,FO
K-F,245071.35190223987,5580691.172430656,-39.88554206,144.0186914,FO
K-F,245022.99086813742,5580703.847384725,-39.88541348,144.0181315,FO
K-F,244974.6210620936,5580716.522864548,-39.88528489,144.0175715,OO
K-F,244926.2510363679,5580729.199155751,-39.88515629,144.0170115,OO
K-F,244878.09925614265,5580742.512606673,-39.88502202,144.0164543,OO
K-F,244831.8548399218,5580761.513164097,-39.88483715,144.0159216,OO
K-F,244785.6015874023,5580780.514276319,-39.88465227,144.0153888,OO
K-F,244742.40348617226,5580805.440981308,-39.88441499,144.014894,OO
K-F,244700.08173006077,5580832.060527075,-39.88416274,144.0144101,OO
K-F,244657.75967136282,5580858.679851506,-39.88391049,144.0139262,OO
K-F,244619.20128778063,5580890.261658562,-39.88361472,144.0134882,OO
K-F,244582.19260634718,5580923.882317889,-39.88330107,144.0130691,OO
K-F,244545.18356531273,5580957.503922075,-39.88298741,144.01265,OO
K-F,244508.17420181044,5580991.12536097,-39.88267375,144.0122309,OO
K-F,244471.29667678397,5581024.891093978,-39.88235883,144.0118134,OO
K-F,244434.9891961964,5581059.26701889,-39.88203859,144.0114028,OO
K-F,244398.68135631888,5581093.643895384,-39.88171834,144.0109922,OO
K-F,244362.37319431297,5581128.020613305,-39.88139809,144.0105816,OO
K-F,244324.16997949893,5581160.168719483,-39.88109732,144.010148,OO
K-F,244284.4751896043,5581190.568486053,-39.88081183,144.0096963,OO
K-F,244244.63241430995,5581220.775287384,-39.88052803,144.0092428,OO
K-F,244204.36301683183,5581250.41635866,-39.88024919,144.0087841,OO
K-F,244164.09334086275,5581280.056121286,-39.87997036,144.0083254,OO
K-F,244123.83182783553,5581309.698192368,-39.87969151,144.0078668,OO
K-F,244079.30706532058,5581331.638552554,-39.87948067,144.0073554,OO
K-F,244030.35529593073,5581341.825027271,-39.87937425,144.0067877,OO
K-F,243980.63234140084,5581345.383627291,-39.87932723,144.0062084,OO
K-F,243930.64794094543,5581346.7781351255,-39.8792996,144.0056252,OO
K-F,243880.67208595644,5581348.171493703,-39.87927198,144.0050421,OO
K-F,243830.6875957977,5581349.565349537,-39.87924435,144.0044589,OO
K-F,243780.70384315273,5581350.935566164,-39.87921693,144.0038757,OO
K-F,243730.71471484748,5581351.954074678,-39.87919267,144.0032923,OO
K-F,243681.09454707528,5581349.122519831,-39.87920316,144.0027117,OO
K-F,243632.20150187312,5581338.661931818,-39.87928251,144.0021366,OO
K-F,243583.5381347545,5581327.22958752,-39.87937067,144.0015638,OO
K-F,243535.1642103883,5581314.576319937,-39.8794699,144.0009939,OO
K-F,243486.79042322462,5581301.922738288,-39.87956913,144.000424,FO
K-F,243438.42528898508,5581289.270240141,-39.87966835,143.9998542,FO
K-F,243389.53487524253,5581280.530813149,-39.8797322,143.9992798,FO
K-F,243339.5497990655,5581280.413238056,-39.87971814,143.998696,FO
K-F,243290.50945956286,5581290.141944019,-39.87961577,143.9981271,OO
K-F,243241.46807514678,5581299.896984831,-39.87951316,143.9975582,OO
K-F,243192.60407049645,5581310.4834650215,-39.87940312,143.9969917,OO
K-F,243143.18768732826,5581317.1222288255,-39.87932843,143.9964172,OO
K-F,243093.28809283668,5581320.304607399,-39.87928469,143.9958357,OO
K-F,243043.39377635362,5581323.073397365,-39.87924467,143.9952541,OO
K-F,242993.64647380039,5581318.165851941,-39.87927376,143.9946712,OO
K-F,242943.65712820622,5581316.887479633,-39.87927012,143.9940869,OO
K-F,242893.6763256226,5581315.609067588,-39.87926648,143.9935027,OO
K-F,242843.69547556527,5581314.331438043,-39.87926283,143.9929185,OO
K-F,242793.70609970554,5581313.052082551,-39.87925919,143.9923342,FO
K-F,242743.7251920479,5581311.774907797,-39.87925553,143.99175,FO
K-F,242693.80010098277,5581313.922444162,-39.87922107,143.9911678,FO
K-F,242643.8897296855,5581316.901492413,-39.87917913,143.9905861,OO
K-F,242593.9792929637,5581319.880216592,-39.87913719,143.9900044,OO
K-F,242544.06875338053,5581322.859726857,-39.87909524,143.9894227,OO
K-F,242494.13508285052,5581324.745612139,-39.87906312,143.9888403,OO
K-F,242444.14795841565,5581323.64521448,-39.87905785,143.9882561,OO
K-F,242394.16078405853,5581322.545599353,-39.87905257,143.9876719,OO
K-F,242344.17359721893,5581321.445656603,-39.87904729,143.9870877,OO
K-F,242294.18639790022,5581320.345386231,-39.87904201,143.9865035,OO
K-F,242244.26036807423,5581317.939823797,-39.87904849,143.9859195,OO
K-F,242194.4202494999,5581314.004185453,-39.87906876,143.9853359,OO
K-F,242144.57164001922,5581310.066820584,-39.87908904,143.9847522,OO
K-F,242094.8987509185,5581304.476821726,-39.87912424,143.9841699,OO
K-F,242045.26979674908,5581298.347828031,-39.8791643,143.9835879,OO
K-F,241995.84208457827,5581290.826025373,-39.87921695,143.9830077,OO
K-F,241946.4145941353,5581283.299457675,-39.87926964,143.9824275,OO
K-F,241896.97862227616,5581275.772276405,-39.87932233,143.9818472,OO
K-F,241847.5512376831,5581268.246169964,-39.87937501,143.981267,OO
K-F,241798.1239247652,5581260.719739099,-39.87942769,143.9806868,OO
K-F,241748.6881304321,5581253.192694494,-39.87948037,143.9801065,OO
K-F,241699.2609608689,5581245.665614726,-39.87953305,143.9795263,OO
K-F,241649.83382541264,5581238.139320689,-39.87958572,143.9789461,OO
K-F,241600.078361731,5581233.484631292,-39.87961245,143.9783632,OO
K-F,241550.23493769483,5581237.246818491,-39.87956342,143.9777826,OO
K-F,241500.36694063144,5581240.467699,-39.87951925,143.9772015,OO
K-F,241450.65348598888,5581236.341384815,-39.87954123,143.9766193,OO
K-F,241401.29337206075,5581228.356711758,-39.87959803,143.9760397,OO
K-F,241351.64589916737,5581223.042748295,-39.87963071,143.9754578,OO
K-F,241301.90833603014,5581222.410088522,-39.87962124,143.9748767,OO
K-F,241253.28747379498,5581234.05292997,-39.87950166,143.9743135,OO
K-F,241204.63565232823,5581245.593285087,-39.87938299,143.9737499,OO
K-F,241155.65809094068,5581251.329509822,-39.87931644,143.9731802,OO
K-F,241106.02973544283,5581245.194363811,-39.8793565,143.9725982,FO
K-F,241056.40998652752,5581239.059181734,-39.879396560000004,143.9720163,FO
K-F,241006.41677618623,5581239.390668692,-39.87937832,143.97143260000001,FO
K-F,240968.86907422147,5581270.913070811,-39.87908324,143.9710066,FO
K-F,240930.1004769969,5581301.814826494,-39.87879337,143.9705661,FO
K-F,240880.95348786807,5581311.006828219,-39.87869566,143.9699958,OO
K-F,240831.43421071774,5581317.287259517,-39.87862403,143.96942,OO
K-F,240781.5608209202,5581320.879013284,-39.87857648,143.968839,OO
K-F,240733.42989567263,5581315.015707421,-39.87861453,143.9682746,FO
K-F,240688.1122600028,5581293.890896889,-39.87879075,143.967737,OO
K-F,240643.28000640913,5581271.844230859,-39.87897541,143.9672047,OO
K-F,240600.21462743872,5581246.442969327,-39.87919079,143.9666917,OO
K-F,240556.3351783448,5581222.5786851095,-39.87939209,143.9661698,OO
K-F,240511.1850416494,5581201.088321495,-39.87957164,143.965634,OO
K-F,240466.0351055416,5581179.598788364,-39.87975118,143.9650982,OO
K-F,240419.99516302958,5581160.114868555,-39.8799124,143.9645528,OO
K-F,240373.80699868564,5581140.966824442,-39.88007055,143.9640058,OO
K-F,240327.61900999967,5581121.819599623,-39.88022869,143.9634588,OO
K-F,240281.43127247738,5581102.670973777,-39.88038684,143.9629118,OO
K-F,240235.2714471248,5581083.462981531,-39.88054553,143.9623651,OO
K-F,240189.27027066457,5581063.876642019,-39.88070767,143.9618201,OO
K-F,240143.26075944054,5581044.289722519,-39.88086981,143.961275,OO
K-F,240100.84317186693,5581018.30060153,-39.88109065,143.9607693,OO
K-F,240064.45464801148,5580984.498530678,-39.88138363,143.9603309,OO
K-F,240031.49244436133,5580946.898421559,-39.88171183,143.959931,OO
K-F,239998.81265777798,5580909.061018548,-39.88204225,143.9595343,OO
K-F,239966.60946123707,5580870.816219205,-39.88237648,143.959143,OO
K-F,239934.3980447463,5580832.570975091,-39.88271071,143.9587516,OO
K-F,239901.51411070334,5580794.973967013,-39.8830389,143.9583526,OO
K-F,239864.8250037135,5580761.003817056,-39.88333329,143.9579106,OO
K-F,239828.13618742436,5580727.034583655,-39.88362767,143.9574686,OO
K-F,239791.4477375062,5580693.064046488,-39.88392206,143.9570266,OO
K-F,239754.69721250722,5580659.165655398,-39.88421578,143.9565839,OO
K-F,239717.8407138979,5580625.371256191,-39.88450853,143.95614,OO
K-F,239677.94165602783,5580595.437437633,-39.88476561,143.9556621,OO
K-F,239635.3676784758,5580569.630106324,-39.88498474,143.9551546,OO
K-F,239588.7922474434,5580551.442833244,-39.88513408,143.9546034,OO
K-F,239542.2085803585,5580533.251642724,-39.88528345,143.9540521,OO
K-N,253290.49031438812,5576827.742862222,-39.9227373,144.1132349,FF
K-N,253271.81525215623,5576781.361771895,-39.92314922,144.1129991,FF
K-N,253253.14040832926,5576734.98173251,-39.92356113,144.1127633,FF
K-N,253250.91207149765,5576686.191258132,-39.92399952,144.1127188,FF
K-N,253255.50977490348,5576636.402626628,-39.92444888,144.1127537,FO
K-N,253260.0989071497,5576586.613714945,-39.92489824,144.1127885,FO
K-N,253264.09071845614,5576536.77435007,-39.92534788,144.1128163,FF
K-N,253267.8947643444,5576486.9200145155,-39.9257976,144.1128419,FF
K-N,253271.70737976217,5576437.064842344,-39.92624733,144.1128676,FO
K-N,253271.74908719817,5576387.403219796,-39.92669422,144.1128493,FO
K-N,253262.8865637104,5576338.194605493,-39.92713444,144.1127271,FO
K-N,253254.02415289488,5576288.987082347,-39.92757465,144.1126049,FO
K-N,253224.48969613016,5576250.9200973185,-39.92790859,144.1122453,FO
K-N,253188.2503956647,5576216.472083675,-39.92820801,144.1118087,FO
K-N,253152.01146149254,5576182.022771027,-39.92850744,144.1113721,FO
K-N,253115.7728217116,5576147.57437965,-39.92880686,144.1109355,FO
K-N,253075.34081930082,5576118.450889281,-39.92905714,144.1104519,FO
K-N,253033.36568470998,5576091.280841347,-39.92928939,144.109951,FO
K-N,252991.39080508545,5576064.111657804,-39.929521630000004,144.1094501,FO
K-N,252949.41621639463,5576036.942228514,-39.92975387,144.1089492,FO
K-N,252907.29775865647,5576009.996809023,-39.92998405,144.1084467,FO
K-N,252864.9899244949,5575983.359492218,-39.9302114,144.1079421,FO
K-N,252823.66399734118,5575955.209043621,-39.93045265,144.1074484,FO
K-N,252782.41874420192,5575926.954277547,-39.93069486,144.1069556,FO
K-N,252741.16527955356,5575898.697885859,-39.93093708,144.1064627,FO
K-N,252699.91207792738,5575870.44236602,-39.93117929,144.1059698,FO
K-N,252658.66772178354,5575842.186885255,-39.9314215,144.105477,FO
K-N,252616.36088255572,5575815.571413379,-39.93164864,144.1049724,FO
K-N,252573.4862809235,5575789.850747759,-39.93186756,144.1044615,FO
K-N,252530.60341210876,5575764.129549388,-39.93208648,144.1039505,FO
K-N,252487.7293328105,5575738.409483389,-39.93230539,144.1034396,FO
K-N,252444.76473248616,5575712.850686923,-39.93252282,144.1029277,FF
K-N,252400.02730296843,5575690.517957509,-39.9327107,144.1023963,FF
K-N,252355.2900853632,5575668.186063076,-39.93289857,144.1018649,FF
K-N,252310.5531157357,5575645.853893481,-39.93308644,144.1013335,FF
K-N,252265.82494030372,5575623.521726545,-39.93327431,144.1008022,FF
K-N,252221.08846661245,5575601.189006676,-39.93346218,144.1002708,FF
K-N,252176.3522048003,5575578.857121783,-39.93365004,144.0997394,FF
K-N,252127.0663643974,5575581.201565236,-39.93361452,144.0991642,FF
K-N,252077.31188332936,5575586.115371144,-39.93355574,144.0985845,FF
K-N,252027.38741344828,5575588.888485284,-39.93351617,144.098002,FO
K-N,251977.4596105717,5575591.498915386,-39.93347806,144.0974194,FO
K-N,251927.50532243587,5575589.927377823,-39.93347757,144.0968349,FO
K-N,251877.55341911677,5575587.756588716,-39.93348247,144.0962502,FO
K-N,251827.60155452226,5575585.584361041,-39.93348738,144.0956655,FO
K-N,251777.70783915854,5575582.414621551,-39.93350128,144.0950811,FF
K-N,251727.86404650897,5575578.5004830845,-39.93352189,144.094497,FF
K-N,251678.02024318124,5575574.5871266825,-39.93354249,144.0939129,FO
K-N,251628.1679191439,5575570.673163664,-39.93356309,144.0933287,FO
K-N,251578.32413058993,5575566.760261194,-39.93358368,144.0927446,FO
K-N,251528.48036749853,5575562.847030644,-39.93360427,144.0921605,FO
K-N,251478.62808368815,5575558.933193306,-39.93362486,144.0915763,FO
K-N,251428.9866167931,5575553.015516863,-39.93366354,144.0909938,FO
K-N,251379.39416359295,5575546.6456903685,-39.9337063,144.0904117,FO
K-N,251329.80173186283,5575540.276647706,-39.93374905,144.0898296,FO
K-N,251280.20935781556,5575533.907278735,-39.9337918,144.0892475,FO
K-N,251230.61700520566,5575527.538693598,-39.93383454,144.0886654,FO
K-N,251181.02474650834,5575521.168672006,-39.93387729,144.0880833,FO
K-N,251131.52208771097,5575514.152232618,-39.93392588,144.087502,FF
K-N,251082.0428244564,5575506.945081157,-39.93397619,144.0869209,FF
K-N,251032.5636660726,5575499.736494192,-39.93402651,144.0863398,FF
K-N,250983.09304988862,5575492.530081428,-39.93407681,144.0857588,FF
K-N,250933.3058209544,5575488.730334768,-39.93409636,144.0851754,FF
K-N,250883.32760216107,5575487.371167864,-39.93409389,144.0845907,FF
K-N,250833.32907962654,5575487.1556808585,-39.93408112,144.0840062,FF
K-N,250783.33053388706,5575486.939866,-39.93406835,144.0834217,FF
K-N,250739.10618636143,5575472.879797813,-39.93418185,144.0828994,FF
K-N,250703.74889536633,5575437.525231141,-39.93448957,144.0824726,FF
K-N,250668.3919731603,5575402.169373439,-39.9347973,144.0820458,FF
K-N,250631.85756581952,5575368.035044013,-39.93509369,144.0816057,FF
K-N,250594.2396015314,5575335.127523327,-39.93537872,144.0811534,FF
K-N,250555.67975070648,5575303.300292005,-39.93565375,144.0806905,FF
K-N,250517.12022043328,5575271.472849364,-39.93592878,144.0802276,FF
K-N,250485.59997297233,5575233.169889742,-39.93626415,144.0798445,FF
K-N,250457.10561912291,5575192.0819512885,-39.93662547,144.0794957,FF
K-N,250428.6115517074,5575150.994999871,-39.93698678,144.0791469,FF
K-N,250390.79331765464,5575123.737571287,-39.9372209,144.0786944,FF
K-N,250342.02339806498,5575112.718936693,-39.93730567,144.0781201,FF
K-N,250293.2535960593,5575101.699983524,-39.93739044,144.0775458,FF
K-N,250244.56439504185,5575090.3132738825,-39.93747854,144.0769723,FF
K-N,250195.96351057454,5575078.584622531,-39.93756974,144.0763997,FO
K-N,250148.1406940204,5575064.002792098,-39.93768684,144.0758351,FO
K-N,250100.3855416459,5575049.188373947,-39.93780605,144.0752712,FO
K-N,250052.63055381837,5575034.373647838,-39.93792526,144.0747073,FO
K-N,250004.87569411076,5575019.5597239155,-39.93804446,144.0741434,FO
K-N,249957.12096249952,5575004.74660218,-39.93816365,144.0735795,FO
K-N,249909.36643184634,5574989.932062336,-39.93828285,144.0730156,FO
K-N,249861.61202927766,5574975.11832468,-39.93840204,144.0724517,FO
K-N,249813.85779122595,5574960.304279058,-39.93852123,144.0718878,FF
K-N,249764.7224038872,5574954.467571428,-39.93855923,144.0713112,FF
K-N,249714.72590550416,5574954.272341549,-39.93854621,144.0707267,FF
K-N,249664.72934705846,5574954.077893954,-39.93853318,144.0701422,FO
K-N,249614.72421940538,5574953.8828376625,-39.93852015,144.0695576,FO
K-N,249564.86296095623,5574956.59724569,-39.93848098,144.0689758,FO
K-N,249515.08896486278,5574961.3390765935,-39.93842359,144.0683958,FO
K-N,249465.30633579165,5574966.080304519,-39.9383662,144.0678157,FO
K-N,249415.53212846763,5574970.8226015605,-39.9383088,144.0672357,FO
K-N,249365.7578337775,5574975.564576627,-39.9382514,144.0666557,FO
K-N,249315.98341518833,5574980.307339863,-39.93819399,144.0660757,FO
K-N,249266.20890921264,5574985.049781125,-39.93813658,144.0654957,FO
K-N,249216.43431584956,5574989.79190041,-39.93807917,144.0649157,FO
K-N,249166.65963509798,5574994.533697719,-39.93802176,144.0643357,FO
K-N,249116.88483040288,5574999.2762832,-39.93796434,144.0637557,FO
K-N,249067.10993830315,5575004.018546705,-39.93790692,144.0631757,OO
K-N,249017.3349588002,5575008.7604882335,-39.9378495,144.0625957,OO
K-N,248967.56843759379,5575013.502389341,-39.93779208,144.0620158,OO
K-N,248917.79324669988,5575018.24479712,-39.93773465,144.0614358,OO
K-N,248868.0179683855,5575022.986882925,-39.93767722,144.0608558,OO
K-N,248818.27339972576,5575027.053957505,-39.93762587,144.0602759,OO
K-N,248769.140462611,5575017.757922671,-39.93769494,144.059698,OO
K-N,248720.0161300457,5575008.462957577,-39.937764,144.0591202,OO
K-N,248671.30680351594,5574997.482090388,-39.93784835,144.0585466,OO
K-N,248623.62094821504,5574982.450425948,-39.93796945,144.0579834,OO
K-N,248575.9352233032,5574967.419564391,-39.93809054,144.0574202,OO
K-N,248528.24966540872,5574952.388395566,-39.93821163,144.056857,OO
K-N,248480.10978290086,5574938.944497411,-39.9383183,144.0562891,OO
K-N,248431.69946683472,5574926.440455251,-39.93841643,144.0557184,OO
K-N,248383.28074122235,5574913.935815937,-39.93851456,144.0551476,OO
K-N,248334.87066065441,5574901.432253996,-39.93861268,144.0545769,OO
K-N,248286.46071614968,5574888.928377115,-39.9387108,144.0540062,OO
K-N,248238.05090770836,5574876.424185296,-39.93880892,144.0534355,OO
K-N,248189.64123533014,5574863.919678533,-39.93890704,144.0528648,OO
K-N,248141.23166231654,5574851.415966979,-39.93900515,144.0522941,OO
K-N,248092.8136797938,5574838.911657939,-39.93910326,144.0517233,OO
K-N,248044.4043788907,5574826.4073164435,-39.93920137,144.0511526,OO
K-N,247995.99517731369,5574813.903770156,-39.93929947,144.0505819,OO
K-N,247947.58611177027,5574801.399908924,-39.93939757,144.0500112,OO
K-N,247899.16863675075,5574788.895449978,-39.93949567,144.0494404,OO
K-N,247850.75984328566,5574776.390958795,-39.93959377,144.0488697,OO
K-N,247802.3511491029,5574763.8872628175,-39.93969186,144.048299,OO
K-N,247753.93404546572,5574751.38296896,-39.93978995,144.0477282,OO
K-N,247705.5256233338,5574738.878643029,-39.93988804,144.0471575,OO
K-N,247657.11730044996,5574726.3751123,-39.93998612,144.0465868,OO
K-N,247608.70056813126,5574713.870983522,-39.9400842,144.046016,FO
K-N,247560.2925172664,5574701.366822833,-39.94018228,144.0454453,FO
K-N,247511.88456561326,5574688.863457345,-39.94028035,144.04487460000001,FO
K-N,247463.46824133955,5574676.358383488,-39.94037843,144.0443038,FO
K-N,247415.060561683,5574663.854388036,-39.9404765,144.0437331,FO
K-N,247366.64443581802,5574651.350904409,-39.94057456,144.0431623,FO
K-N,247318.23702814305,5574638.84627899,-39.94067263,144.0425916,FO
K-N,247269.82971963077,5574626.342448765,-39.94077069,144.0420209,FO
K-N,247221.41400173883,5574613.838020048,-39.94086875,144.0414501,OO
K-N,247173.0069283413,5574601.334670005,-39.9409668,144.0408794,OO
K-N,247124.5914455766,5574588.830721355,-39.94106485,144.0403086,OO
K-N,247075.17523946296,5574582.767002681,-39.94110465,144.0397286,OO
K-N,247025.25987039658,5574579.886040124,-39.94111566,144.039144,OO
K-N,246975.33589368366,5574577.00668556,-39.94112665,144.0385593,OO
K-N,246925.42051055367,5574574.1261761,-39.94113765,144.0379747,OO
K-N,246875.5051019363,5574571.246448294,-39.94114864,144.0373901,OO
K-N,246825.7631016476,5574567.267442363,-39.94116957,144.0368071,OO
K-N,246777.35747783651,5574554.7404426765,-39.94126781,144.0362364,OO
K-N,246728.95195334745,5574542.214238173,-39.94136604,144.0356657,OO
K-N,246680.47057842763,5574530.686547266,-39.94145526,144.0350945,OO
K-N,246630.74041235,5574535.875543564,-39.94139369,144.0345152,OO
K-N,246581.01015297128,5574541.064218725,-39.94133212,144.0339359,OO
K-N,246531.27976334974,5574546.253682901,-39.94127054,144.0333566,OO
K-N,246482.1410647262,5574537.515756454,-39.94133445,144.0327788,OO
K-N,246433.03283727396,5574528.121690708,-39.94140427,144.0322011,OO
K-N,246383.9246693458,5574518.728413045,-39.94147408,144.0316234,OO
K-N,246334.81659789127,5574509.334813309,-39.94154389,144.0310457,OO
K-N,246285.0452701719,5574508.043036588,-39.9415406,144.0304634,OO
K-N,246235.19130641792,5574511.285976503,-39.94149648,144.0298819,OO
K-N,246185.48018724742,5574516.658327664,-39.94143324,144.0293029,OO
K-N,246135.76897241242,5574522.030358052,-39.94137,144.0287239,OO
K-N,246086.06620723108,5574527.402352478,-39.94130676,144.028145,OO
K-N,246036.354801086,5574532.773741372,-39.94124352,144.027566,OO
K-N,245986.64326225797,5574538.145919646,-39.94118027,144.026987,OO
K-N,245936.93162775598,5574543.517777147,-39.94111702,144.026408,OO
K-N,245887.21986054082,5574548.890424028,-39.94105376,144.025829,OO
K-N,245837.50803467075,5574554.26163998,-39.94099051,144.02525,OO
K-N,245787.79607607765,5574559.633645313,-39.94092725,144.024671,OO
K-N,245738.09256715755,5574565.005615078,-39.94086399,144.0240921,OO
K-N,245688.38038011934,5574570.378089074,-39.94080072,144.0235131,OO
K-N,245638.66809736902,5574575.750242297,-39.94073745,144.0229341,OO
K-N,245588.95571890555,5574581.122074744,-39.94067418,144.0223551,OO
K-N,245539.24324473046,5574586.493586418,-39.94061091,144.0217761,OO
K-N,245489.53922025324,5574591.865062799,-39.94054764,144.0211972,FO
K-N,245439.8265175595,5574597.237043137,-39.94048436,144.0206182,FO
K-N,245390.1136820352,5574602.6098128585,-39.94042107,144.0200392,OO
K-N,245340.40078786944,5574607.981151648,-39.94035779,144.0194602,OO
K-N,245290.69630630876,5574613.353565524,-39.9402945,144.0188813,OO
K-N,245240.98318355717,5574618.725372978,-39.94023121,144.0183023,OO
K-N,245191.26996505682,5574624.096859658,-39.94016792,144.0177233,OO
K-N,245141.565159149,5574629.469421592,-39.94010462,144.0171444,OO
K-N,245091.85171200283,5574634.841376938,-39.94004132,144.0165654,OO
K-N,245042.13816909306,5574640.213011508,-39.93997802,144.0159864,OO
K-N,244992.43307592266,5574645.584611341,-39.93991472,144.0154075,OO
K-N,244942.71930431883,5574650.956714578,-39.93985141,144.0148285,OO
K-N,244893.00543693427,5574656.328497042,-39.9397881,144.0142495,OO
K-N,244845.66189234186,5574641.24505766,-39.93990955,144.0136902,OO
K-N,244798.48794543202,5574624.678820734,-39.94004439,144.0131323,OO
K-N,244751.30563793975,5574608.11199557,-39.94017923,144.0125743,OO
K-N,244703.53340775138,5574593.836816428,-39.94029327,144.0120103,OO
K-N,244654.2781909563,5574585.26981225,-39.9403555,144.0114312,OO
K-N,244605.0144771276,5574576.703308272,-39.94041772,144.010852,OO
K-N,244555.75939436862,5574568.136767226,-39.94047994,144.0102729,OO
K-N,244506.51513929645,5574559.504689903,-39.94054275,144.0096939,OO
K-N,244464.03405553714,5574533.136563433,-39.94076718,144.009187,OO
K-N,244421.55325611707,5574506.768185366,-39.94099161,144.0086801,OO
K-N,244379.07270378523,5574480.40066586,-39.94121603,144.0081732,OO
K-N,244336.59243578353,5574454.032894753,-39.94144045,144.0076663,OO
K-N,244289.78020993198,5574443.569333092,-39.94152046,144.007115,OO
K-N,244239.78836300923,5574444.746339909,-39.94149477,144.0065311,OO
K-N,244193.56446922326,5574431.542290769,-39.94159961,144.0059856,OO
K-N,244150.5687358437,5574406.027447768,-39.94181619,144.005473,OO
K-N,244107.56469706685,5574380.513170842,-39.94203276,144.0049603,OO
K-N,244062.83295676607,5574358.814968693,-39.94221447,144.0044289,OO
K-N,244015.34954382022,5574343.144574311,-39.94234111,144.0038677,OO
K-N,243967.86630517888,5574327.473874614,-39.94246775,144.0033065,OO
K-N,243920.39178602886,5574311.803156861,-39.942594389999996,144.0027454,OO
K-N,243872.90885865313,5574296.132956749,-39.94272102,144.0021842,OO
K-N,243823.73214499216,5574287.334054012,-39.94278531,144.0016059,OO
K-N,243774.40549797274,5574279.1799614,-39.94284375,144.0010261,OO
K-N,243725.07038600757,5574271.025257115,-39.94290219,144.0004462,OO
K-N,243675.7093733342,5574263.133871795,-39.94295825,143.9998661,OO
K-N,243626.061924888,5574257.146382268,-39.94299709,143.9992834,OO
K-N,243576.4230361307,5574251.159963541,-39.94303592,143.9987008,OO
K-N,243477.58944396494,5574251.4044947885,-39.94300378,143.9975456,FO
K-N,243428.5130151314,5574260.977044324,-39.94290278,143.9969757,FO
K-N,243379.14231637752,5574268.614393327,-39.9428191,143.9964016,FO
K-N,243329.4495614704,5574274.126655202,-39.94275444,143.9958229,FF
K-N,243279.70841561456,5574278.025406171,-39.94270428,143.995243,FO
K-N,243229.7959659842,5574275.075030104,-39.94271569,143.9946584,OO
K-N,243179.8842394164,5574272.103232409,-39.94272729,143.9940738,OO
K-N,243130.00238075858,5574268.753117137,-39.9427423,143.9934894,OO
K-N,243080.11195666913,5574265.403495422,-39.9427573,143.9929049,FO
K-N,243030.2215497531,5574262.053545192,-39.9427723,143.9923204,FO
K-N,242980.33970518963,5574258.7035547625,-39.9427873,143.991736,FO
K-N,242933.72145389896,5574241.033714274,-39.94293213,143.9911841,FO
K-N,242887.33347432112,5574222.37661601,-39.94308591,143.9906345,FO
K-N,242840.9457033851,5574203.719224202,-39.94323969,143.9900849,FO
K-N,242794.55814109134,5574185.061538847,-39.94339347,143.9895353,FO
K-N,242748.143277585,5574166.458202358,-39.94354675,143.9889854,FO
K-N,242701.09865418437,5574149.536003673,-39.94368471,143.9884288,FO
K-N,242654.04567461103,5574132.613215652,-39.94382267,143.9878721,FO
K-N,242607.0013914773,5574115.691525784,-39.94396062,143.9873155,FO
K-N,242559.94878970832,5574098.768136307,-39.94409858,143.9867588,FO
K-N,242512.89633933196,5574081.84555624,-39.94423653,143.9862021,FO
K-N,242465.85258530747,5574064.924074478,-39.94437447,143.9856455,FO
K-N,242418.80051270974,5574048.000892949,-39.94451242,143.9850888,FO
K-N,242370.0191739162,5574042.247734746,-39.94454934,143.9845163,FO
K-N,242320.05532959645,5574044.139827021,-39.94451711,143.983933,OO
K-N,242270.38216210637,5574049.322386845,-39.94445536,143.9833544,OO
K-N,242220.85661148155,5574056.206787561,-39.94437834,143.9827782,OO
K-N,242171.3394533598,5574063.092270242,-39.94430131,143.9822021,OO
K-N,242121.7660899343,5574063.548096694,-39.94428211,143.9816228,OO
K-N,242072.15173201577,5574057.381380505,-39.94432248,143.9810404,OO
K-N,242022.5288456105,5574051.215158354,-39.94436284,143.9804579,OO
K-N,241972.91455830054,5574045.048898821,-39.944403200000004,143.9798755,OO
K-N,241923.2917800952,5574038.88202305,-39.94444356,143.979293,OO
K-N,241873.67760097515,5574032.715110008,-39.94448392,143.9787106,OO
K-N,241824.05489333888,5574026.548690778,-39.94452427,143.9781281,OO
K-N,241774.25307778313,5574023.143359594,-39.94453972,143.9775446,OO
K-N,241724.25858602696,5574022.645367678,-39.94452895,143.97696,OO
K-N,241674.25552883066,5574022.146757871,-39.94451818,143.9763753,OO
K-N,241624.2609584961,5574021.649219867,-39.9445074,143.9757907,OO
K-N,241576.45788405096,5574028.672376901,-39.94442962,143.9752347,OO
K-N,241534.54639137612,5574055.941162292,-39.94417148,143.9747556,OO
K-N,241492.63459204265,5574083.209730713,-39.94391334,143.9742765,OO
K-N,241450.7224860542,5574110.478082168,-39.9436552,143.9737974,OO
K-N,241408.8185808547,5574137.747616908,-39.94339705,143.9733184,OO
K-N,241366.82459391438,5574164.889404745,-39.94314002,143.9728383,OO
K-N,241323.87327650268,5574190.485797821,-39.9428966,143.9723464,OO
